22,27,7
27,7,2
58,8,10
24,62,8
49,10,7
2,44,10
94,15,4
89,98,6
69,77,8
63,59,8
52,86,2
46,23,3
26,36,2
63,21,5
42,60,10
52,90,4
100,98,8
68,86,8
17,7,5
25,69,5
43,91,9
34,65,9
64,34,8
49,60,9
47,18,5
32,49,4
47,67,10
85,27,10
51,7,8
75,70,3
53,36,5
80,99,8
18,72,1
47,54,8
32,70,7
56,93,9
56,55,5
46,2,5
57,96,1
96,53,8
81,2,1
71,73,2
81,22,7
25,42,6
29,25,1
67,50,8
22,10,7
88,94,5
17,99,4
9,6,4
3,63,5
85,3,4
72,20,9
5,1,3
15,42,10
40,64,7
90,59,2
27,11,10
56,90,5
58,48,9
57,28,9
84,7,8
32,65,6
33,48,7
82,84,1
50,57,4
56,91,4
65,56,8
33,2,9
28,3,1
78,81,2
3,25,10
27,3,7
89,26,9
57,28,9
77,55,10
18,12,7
60,18,8
29,90,1
87,18,3
79,7,4
89,6,8
46,42,10
6,12,6
57,5,6
80,60,8
4,3,6
69,84,9
23,69,9
88,17,1
71,56,1
69,13,1
100,4,1
71,11,9
80,41,1
32,18,10
68,34,8
83,5,2
24,71,3
61,65,7
55,57,7
91,35,3
57,72,7
85,12,7
37,14,8
9,63,7
41,23,8
48,19,4
70,19,2
6,36,4
49,79,6
95,96,6
27,19,9
96,83,10
49,13,4
3,64,5
35,38,9
5,67,8
48,81,5
68,84,6
89,56,9
75,79,4
19,35,3
1,24,4
45,94,3
21,29,6
53,92,10
54,74,9
5,55,1
61,12,8
56,23,4
32,73,1
24,21,9
45,10,1
99,3,5
53,40,10
58,38,5
31,45,2
66,47,10
16,53,3
46,39,8
55,80,9
28,17,10
98,57,6
72,30,10
57,42,2
42,44,1
77,57,7
62,81,1
19,27,10
26,87,7
94,58,8
13,23,9
89,24,6
22,37,2
85,80,2
86,96,5
71,40,5
8,15,8
73,68,3
33,29,4
90,15,9
7,9,9
29,33,7
70,60,8
82,78,4
98,39,10
35,71,7
94,17,9
59,81,4
58,54,7
17,48,4
30,56,5
59,53,7
41,96,3
86,21,9
33,18,4
31,84,8
18,88,4
29,34,2
6,76,9
61,88,1
80,72,2
67,76,7
100,5,4
16,57,7
74,100,4
45,47,4
79,53,2
63,77,5
66,15,5
8,64,6
61,69,3
57,32,10
32,11,9
99,49,9
4,92,8
97,66,10
11,96,7
97,51,5
64,68,4
61,40,5
46,30,4
53,77,3
93,77,9
56,82,5
17,88,8
63,82,6
86,73,4
39,58,7
83,48,1
12,7,10
38,1,2
14,22,6
5,9,5
54,92,9
10,100,7
68,37,7
54,25,8
59,28,2
77,1,3
13,46,4
52,1,7
12,22,5
92,3,6
6,1,2
10,15,3
50,66,4
74,47,7
84,13,1
90,92,8
96,79,3
93,18,6
39,98,10
46,58,5
4,93,7
83,50,8
41,61,3
97,12,9
17,71,9
52,9,10
48,84,4
6,66,3
58,49,1
49,5,5
64,86,1
1,31,8
48,20,6
67,93,10
60,73,4
74,30,2
11,35,10
86,34,1
84,63,1
67,37,3
41,89,3
10,84,6
34,70,9
43,16,8
92,96,9
61,55,1
62,11,6
11,29,4
42,12,2
20,15,3
27,22,7
74,66,9
44,33,10
77,75,9
55,87,3
74,97,5
66,93,8
4,46,2
3,46,7
36,31,10
7,63,2
52,6,2
60,78,9
43,11,4
40,3,2
71,50,1
64,35,8
81,53,4
9,7,5
98,82,3
41,100,7
9,96,7
96,22,6
40,76,9
31,44,3
3,42,6
63,45,1
79,94,1
21,34,4
100,24,3
59,24,10
9,82,1
43,60,1
61,90,4
46,44,3
78,93,9
89,9,3
36,65,1
27,13,3
25,39,7
93,57,2
76,18,1
36,24,9
48,39,6
65,38,5
43,21,10
40,3,10
29,84,2
71,17,3
43,60,4
26,69,6
24,68,10
59,21,3
77,39,6
68,93,5
51,75,6
77,95,10
64,24,10
80,62,2
3,62,7
48,51,8
13,29,4
87,49,10
100,17,5
41,45,8
45,90,5
22,57,6
64,69,2
67,71,7
11,29,1
24,49,10
4,51,8
11,44,4
13,40,3
35,56,8
83,57,6
77,27,3
92,4,5
6,2,4
34,30,4
83,68,9
21,74,8
52,38,8
20,54,5
49,20,2
63,99,9
13,6,2
20,37,9
33,39,7
16,8,4
26,66,8
43,65,1
98,7,6
96,89,1
4,9,2
74,97,3
73,63,3
84,33,10
24,89,1
41,55,4
38,16,2
100,43,10
89,12,9
50,80,6
56,65,5
36,49,5
44,43,1
58,93,9
80,34,8
28,85,4
13,67,3
87,84,10
77,29,2
50,68,5
70,94,6
97,40,7
59,21,1
99,90,3
98,50,8
26,13,6
19,35,2
68,51,1
54,81,7
86,3,7
50,55,1
84,10,6
10,23,5
21,23,1
26,78,10
57,2,8
41,9,3
63,88,4
51,96,6
17,52,6
57,71,1
63,77,5
64,52,8
82,81,7
69,20,9
38,86,1
32,85,1
78,56,2
3,82,8
69,31,1
13,27,10
35,98,8
96,70,6
17,4,8
7,75,9
51,76,5
12,46,2
50,63,6
64,52,5
43,91,5
22,83,7
70,90,9
80,14,1
43,82,9
3,61,7
28,77,7
88,100,10
32,42,2
76,55,9
57,11,5
50,37,9
30,18,2
71,84,2
39,100,3
82,94,2
2,71,5
59,68,5
47,31,6
72,90,8
87,77,6
11,6,10
52,78,4
18,58,6
71,63,6
21,4,2
62,52,2
74,28,2
79,76,9
69,83,6
7,95,7
77,44,7
72,95,5
86,76,6
59,64,4
6,13,7
99,16,5
80,25,1
21,83,9
91,49,2
37,93,2
91,92,3
52,22,9
14,76,8
68,32,8
1,55,1
28,16,9
93,84,9
68,13,5
16,69,10
68,11,5
13,2,2
56,74,8
55,51,9
52,27,7
40,32,1
31,25,2
51,80,6
32,12,4
91,32,2
90,11,8
59,80,6
51,30,8
55,48,9
6,96,10
23,27,3
39,40,8
22,57,10
96,82,3
6,86,3
54,58,2
39,9,9
37,84,3
66,4,8
50,82,8
80,81,8
26,67,10
81,11,9
63,53,9
83,6,5
56,81,6
59,40,10
84,44,1
17,75,8
50,56,3
94,87,10
43,8,5
20,98,6
4,15,8
99,92,7
28,44,3
76,80,3
62,85,8
19,8,8
63,56,4
11,21,1
64,74,9
37,34,6
48,69,4
69,59,5
18,90,4
55,94,6
65,87,4
96,24,8
4,56,7
28,92,10
53,76,10
34,44,5
28,5,6
49,3,4
8,99,5
78,6,7
23,73,5
73,3,8
13,91,9
66,28,9
2,1,6
28,47,10
40,37,7
58,57,2
97,15,4
93,20,7
50,54,4
29,32,2
1,83,9
5,49,7
64,69,4
10,55,10
75,15,3
55,80,3
76,18,2
85,60,6
66,59,3
22,84,1
33,75,10
42,18,3
26,51,9
71,38,6
73,81,10
22,64,7
71,38,2
79,24,1
68,27,9
53,77,9
95,37,5
58,98,10
11,1,9
67,2,6
97,90,1
15,26,10
88,45,10
24,40,1
59,10,8
94,86,10
22,97,9
15,58,6
62,1,8
18,59,2
72,57,4
98,70,4
16,47,9
15,72,1
72,75,6
10,46,4
90,99,8
54,42,9
82,23,6
48,80,9
84,2,3
45,58,8
51,27,5
41,38,3
93,33,10
15,32,9
5,65,1
24,58,8
51,59,3
48,61,8
12,65,5
66,86,6
60,61,2
27,61,8
66,69,8
12,33,4
46,40,3
11,12,9
19,34,6
21,25,7
37,1,5
78,1,8
55,48,5
17,22,2
26,25,5
67,40,4
5,33,5
59,30,8
100,62,8
68,86,2
15,42,4
3,84,6
77,27,6
93,83,3
87,56,7
45,39,4
21,8,10
87,8,10
25,3,4
1,83,3
65,59,3
90,45,5
4,29,8
87,7,4
11,87,2
46,87,1
41,89,5
77,67,10
26,41,3
29,80,3
19,61,1
86,77,5
77,67,4
74,93,7
9,21,4
68,98,5
25,61,4
98,74,5
77,81,3
59,49,10
40,64,4
49,88,8
45,61,8
94,14,3
18,31,9
48,78,4
5,53,7
85,63,1
80,44,3
1,77,9
10,27,4
42,48,9
34,87,1
97,26,8
80,13,6
19,7,10
74,57,8
5,21,2
88,12,10
44,29,2
19,9,6
21,50,9
46,58,2
16,39,2
83,54,6
45,21,9
26,53,5
80,39,5
22,50,3
60,62,1
30,37,5
68,54,1
74,72,10
82,12,2
85,34,7
33,32,2
83,86,1
88,95,6
15,44,9
28,7,6
48,77,7
48,86,10
77,67,9
91,54,8
56,62,7
44,21,2
59,74,5
67,3,3
97,11,8
90,59,1
96,89,5
96,50,7
23,100,6
81,99,9
37,6,7
44,20,3
61,45,8
75,65,9
84,21,1
73,74,10
71,58,4
85,96,2
54,14,9
16,17,5
48,45,10
45,57,3
69,82,9
93,15,10
38,12,7
59,54,4
15,64,7
66,98,2
72,36,3
67,70,5
46,49,4
74,4,7
65,71,10
37,31,2
61,37,7
9,80,9
65,100,3
27,7,4
21,76,4
50,23,3
85,91,6
56,100,5
93,15,10
76,50,4
68,7,1
74,87,10
79,61,6
91,88,5
94,32,8
71,31,7
17,28,4
67,14,3
89,15,1
38,24,2
68,75,4
84,30,3
7,61,9
50,29,6
16,73,2
67,9,5
49,28,1
24,10,7
65,60,8
48,27,3
23,87,1
29,59,9
22,77,7
73,82,3
26,40,4
85,8,4
44,48,3
83,85,3
86,48,8
26,95,7
34,99,2
34,1,9
58,66,5
55,41,8
83,11,3
63,4,6
58,67,6
18,62,4
44,90,6
92,38,10
83,46,7
75,51,9
6,73,8
23,33,8
48,98,9
37,66,10
32,92,10
30,33,2
32,34,3
58,40,10
77,11,10
22,57,8
27,74,1
80,29,8
95,17,5
97,58,7
36,33,6
99,56,9
56,19,5
4,2,3
70,80,8
6,72,7
44,36,4
70,80,4
39,57,8
40,80,7
4,82,10
12,51,8
82,67,10
16,48,5
3,39,8
59,42,1
12,90,8
7,85,7
70,3,3
37,24,5
14,25,9
25,16,8
27,71,7
24,48,9
98,55,7
87,95,3
95,33,9
64,84,2
51,8,4
56,60,2
86,75,10
67,22,10
43,9,6
39,90,2
2,34,5
41,24,5
11,65,2
25,7,2
54,8,1
35,48,7
16,67,6
87,67,9
23,71,3
11,100,1
23,48,8
77,11,2
73,91,7
49,16,1
62,50,3
39,15,4
6,50,1
87,53,3
33,70,7
80,37,10
50,53,3
57,37,6
25,26,9
10,7,10
41,58,7
14,100,5
8,86,10
94,44,9
25,75,3
27,96,8
100,75,7
81,49,10
36,22,1
84,11,3
55,12,1
19,14,7
96,93,9
25,69,3
60,66,3
5,49,5
68,35,4
51,50,1
58,9,4
1,32,1
48,19,4
79,44,7
22,65,7
30,93,8
5,92,1
26,13,10
77,43,1
95,4,10
100,67,7
72,7,8
64,15,6
99,83,5
45,16,7
47,7,7
35,93,10
87,58,6
98,87,7
75,26,9
34,94,1
43,40,5
97,91,6
5,97,9
3,93,1
16,22,6
46,43,6
30,33,9
5,80,6
82,7,4
35,15,1
34,85,2
32,43,7
90,71,7
64,8,10
32,52,8
76,59,9
43,76,4
44,24,4
32,92,4
58,86,1
64,17,9
94,13,7
35,58,3
58,96,5
1,15,9
100,78,8
82,67,5
38,52,7
38,27,5
9,31,10
19,70,6
95,25,4
18,97,2
79,6,10
93,82,9
82,43,9
80,83,4
37,29,7
36,41,2
75,34,2
44,80,10
24,30,7
84,77,2
98,47,5
76,16,9
68,95,8
36,99,3
52,50,7
11,31,6
34,51,10
49,58,1
2,56,10
31,30,7
97,66,3
47,92,8
36,92,9
70,92,8
41,86,4
76,57,7
87,23,7
77,86,4
33,9,4
16,92,7
77,54,3
5,68,9
60,92,2
35,9,8
74,56,9
36,12,9
83,97,2
88,81,10
100,8,5
70,8,7
8,52,5
59,71,3
64,53,9
67,87,1
64,46,9
17,62,1
11,86,3
75,32,9
90,1,8
94,48,4
82,33,9
20,32,3
2,16,3
99,30,2
46,87,1
96,57,7
42,95,8
81,29,6
91,84,3
29,75,6
64,72,10
6,48,3
43,90,8
81,18,1
85,94,4
82,13,6
43,13,10
13,85,9
79,93,4
48,44,7
74,29,8
24,94,8
25,100,2
89,67,1
95,62,3
12,61,6
58,53,3
76,54,8
10,94,8
67,66,9
33,59,7
99,86,6
44,1,9
26,65,6
57,30,10
55,61,7
26,41,9
31,33,9
84,41,3
2,73,1
1,56,2
47,61,5
31,16,9
98,79,3
16,15,8
36,46,10
55,26,4
73,61,1
65,53,10
18,48,9
51,89,10
96,73,4
92,5,2
31,58,4
43,91,8
75,70,3
9,29,8
35,15,3
75,87,1
63,39,5
68,83,10
24,2,2
83,33,2
53,22,6
40,57,1
84,21,2
64,1,5
39,56,1
17,34,8
59,90,10
91,98,8
42,28,7
91,16,2
25,31,7
68,18,5
49,52,4
38,29,4
3,93,4
94,13,7
98,54,6
58,17,2
26,76,7
69,63,5
86,13,5
1,78,9
9,88,2
72,33,8
92,82,1
34,28,5
100,15,8
87,71,4
19,34,3
85,77,3
50,81,8
65,62,1
28,76,4
49,87,3
2,65,3
35,49,2
51,5,6
67,88,5
3,63,10
13,6,10
83,97,6
37,54,1
5,83,1
99,78,9
32,64,1
82,49,3
67,98,2
21,58,7
70,51,8
3,19,6
6,66,7
90,15,7
48,78,1
91,79,7
12,67,7
82,75,10
30,77,2
66,19,9
55,77,7
56,55,4
85,20,1
24,10,9
85,70,10
58,75,5
56,72,2
26,79,10
68,45,4
95,91,2
22,47,5
12,22,2
83,15,10
72,54,7
23,64,8
45,75,3
35,54,5
8,88,4
54,70,3
77,26,8
47,95,1
49,25,4
91,40,6
51,79,1
23,25,4
21,84,9
13,23,1
48,20,7
93,50,2
69,57,4
1,99,6
36,4,10
76,16,4
19,20,4
49,57,4
70,52,1
30,77,9
84,31,9
22,79,6
14,37,8
72,55,1
57,82,2
6,33,4
96,9,4
36,32,1
91,18,6
5,39,5
30,24,1
87,65,4
9,25,3
56,79,8
37,44,6
57,54,9
60,42,2
62,31,7
75,85,9
83,7,8
67,52,1
9,91,10
21,82,8
58,16,3
59,44,6
37,13,5
74,29,8
47,91,4
79,11,3
11,14,9
17,28,6
41,59,1
67,8,2
45,10,3
2,55,2
90,76,9
67,57,2
20,17,1
98,100,7
13,50,8
52,13,2
73,19,3
68,57,5
2,74,6
97,53,8
78,9,4
29,100,1
52,85,9
58,63,5
76,59,7
73,38,3
66,4,1
98,72,2
72,93,2
100,95,7
13,83,1
69,51,4
65,81,5
26,97,6
90,20,1
96,49,2
100,75,3
99,87,4
76,9,10
3,19,1
47,1,10
45,87,1
91,71,5
83,33,9
76,1,1
31,19,6
24,55,2
46,44,6
29,12,9
13,25,2
29,50,8
29,81,3
17,89,9
95,60,5
43,93,7
98,55,5
13,65,4
68,84,3
47,10,4
82,98,3
65,10,6
100,86,4
91,25,8
35,23,6
54,70,7
41,38,4
50,28,6
18,28,10
23,97,2
20,65,4
19,12,8
82,78,8
32,11,9
82,94,8
49,11,7
48,21,9
90,33,5
70,95,10
62,76,7
44,45,6
83,17,5
97,43,7
2,95,1
59,90,4
96,94,3
61,92,5
28,65,8
46,83,6
13,24,10
30,75,8
46,71,10
31,72,7
17,55,9
31,55,7
21,44,1
41,94,6
88,98,1
38,97,4
70,12,3
66,29,1
60,2,4
95,93,9
27,9,7
59,31,8
20,12,10
50,47,6
20,43,8
34,67,4
12,7,7
63,18,7
17,30,3
63,67,4
51,49,1
4,90,2
6,24,1
92,75,9
71,83,5
81,61,2
71,46,10
32,61,7
68,7,7
66,59,3
42,83,5
91,76,4
34,8,5
55,17,9
60,80,1
96,28,6
95,64,8
96,37,1
55,13,2
52,66,8
92,65,6
56,72,10
76,64,5
44,32,1
41,45,9
90,34,3
23,69,3
2,12,1
7,50,2
85,40,3
5,21,3
26,19,1
9,26,3
31,76,10
74,40,4
15,57,1
66,87,3
88,96,4
69,2,6
86,76,5
70,26,5
47,30,6
96,55,2
45,17,3
5,82,10
75,97,7
12,46,9
71,33,10
55,15,6
64,71,1
63,73,6
72,89,10
18,5,6
59,88,9
40,13,2
16,71,2
13,5,7
6,37,1
81,2,2
13,51,7
97,8,7
9,19,5
100,85,8
23,42,1
19,65,4
17,72,3
45,92,5
42,30,8
96,86,2
36,100,3
97,15,6
1,11,6
28,25,1
41,66,2
92,7,7
16,81,4
55,85,5
66,59,9
74,52,3
55,30,1
92,31,8
22,69,9
40,47,7
44,3,5
68,93,9
1,93,10
63,91,7
26,81,6
92,80,3
95,42,7
65,83,2
38,32,2
23,67,7
35,94,3
96,85,5
40,50,9
45,79,3
67,43,1
80,93,9
13,21,3
74,24,7
34,63,9
21,7,5
53,96,3
88,36,9
87,6,3
15,68,5
50,79,3
45,86,5
19,95,1
66,52,1
90,16,2
56,54,9
53,36,6
4,64,7
28,3,9
76,26,1
58,43,2
46,64,4
51,35,4
9,37,5
32,26,9
94,9,4
83,62,10
62,18,5
46,39,4
38,7,4
62,14,8
91,100,7
57,26,7
78,6,9
38,18,8
88,36,6
59,90,3
76,25,6
75,77,8
85,93,7
24,84,4
63,55,4
16,71,2
96,63,1
4,59,9
66,18,10
58,31,8
46,84,4
28,1,10
19,100,6
31,98,5
40,86,6
33,24,5
33,4,1
6,54,5
91,64,3
89,46,4
63,92,1
32,20,1
39,80,9
16,28,4
23,80,10
75,70,6
99,1,4
69,49,2
96,44,2
4,41,6
62,8,10
77,83,8
52,1,7
41,45,4
80,2,1
55,77,7
80,16,1
21,69,3
72,86,4
71,50,2
62,16,3
89,20,7
49,47,1
37,10,6
7,99,4
13,61,6
32,45,8
60,1,8
61,83,6
12,71,6
38,91,10
82,65,6
34,29,9
61,100,9
92,37,2
21,94,9
17,58,7
24,20,6
19,21,9
31,62,7
28,64,7
61,53,5
99,15,10
29,35,9
25,14,7
96,9,2
34,30,1
44,6,9
43,4,7
1,66,1
99,65,2
10,43,4
21,13,3
96,84,9
28,44,5
39,2,4
85,11,1
69,75,3
23,24,3
62,59,10
54,44,5
86,6,10
91,92,6
21,2,9
96,21,3
76,78,9
29,28,10
19,98,10
98,15,1
24,36,1
97,33,3
90,48,4
32,61,6
54,23,2
1,85,3
86,44,7
51,95,3
94,57,8
26,84,3
32,76,9
5,69,8
54,30,6
36,45,4
27,2,8
97,94,9
20,27,1
43,80,3
51,77,2
46,88,4
63,5,1
23,27,1
43,61,2
27,56,4
71,86,2
14,66,2
9,82,10
32,48,10
8,67,1
37,26,2
37,22,1
71,30,7
96,5,4
1,78,2
57,59,10
55,21,10
15,2,6
16,73,5
49,20,5
24,90,2
40,82,4
47,84,5
83,28,7
32,66,4
98,39,6
73,7,4
16,97,2
41,70,5
61,43,7
57,59,1
84,40,4
100,48,8
3,4,4
31,29,10
97,38,9
95,45,1
48,11,8
53,30,2
17,67,2
36,32,4
45,78,1
1,23,8
33,94,10
71,31,6
16,80,10
52,10,3
45,56,2
30,50,3
73,69,1
21,15,7
45,19,1
46,72,8
22,81,4
83,54,3
34,5,2
67,32,7
